Date;Activity;Plants;Note
21.07.2024;Fertilizing;Timon;
31.07.2024;Watering;Timon;
12.08.2024;Fertilizing;Timon;
12.08.2024;Fertilizing;Timon;
12.08.2024;Watering;Timon;
19.08.2024;Watering;Timon;
10.06.2024;Watering;Pumbaa;
10.06.2024;Repot;Pumbaa;
19.06.2024;Watering;Pumbaa;
25.06.2024;Fertilizing;Pumbaa;
25.06.2024;Watering;Pumbaa;
03.07.2024;Watering;Pumbaa;
03.07.2024;Fertilizing;Pumbaa;
11.07.2024;Watering;Pumbaa;
21.07.2024;Repot;Pumbaa;
21.07.2024;Watering;Pumbaa;
31.07.2024;Watering;Pumbaa;
12.08.2024;Fertilizing;Pumbaa;
12.08.2024;Fertilizing;Pumbaa;
12.08.2024;Watering;Pumbaa;
19.08.2024;Watering;Pumbaa;
28.08.2024;Watering;Pumbaa;
25.06.2024;Fertilizing;Rihanna;Root growth into water
25.06.2024;Fertilizing;Jay;Added root growth to water
08.09.2024;Repot;Jay;
08.09.2024;Watering;Jay;
25.06.2024;Fertilizing;Avi;Added root growth to water
19.06.2024;Watering;Avi;
06.07.2024;Watering;Avi;
15.07.2024;Watering;Avi;
16.07.2024;Repot;Avi;
16.07.2024;Fertilizing;Avi;Root Growth
19.07.2024;Watering;Avi;
23.07.2024;Watering;Avi;
02.08.2024;Watering;Avi;
05.08.2024;Watering;Avi;
12.08.2024;Watering;Avi;
19.08.2024;Watering;Avi;
23.08.2024;Watering;Avi;
23.08.2024;Repot;Avi;
25.05.2024;Fertilizing;Albus;Added Root growth to water
28.06.2024;Repot;Albus;Moved to actual pot
28.06.2024;Watering;Albus;
01.07.2024;Watering;Albus;
06.07.2024;Watering;Albus;
15.07.2024;Watering;Albus;
16.07.2024;Repot;Albus;
16.07.2024;Fertilizing;Albus;Root Growth
19.07.2024;Watering;Albus;
23.07.2024;Watering;Albus;
02.08.2024;Watering;Albus;
05.08.2024;Watering;Albus;
12.08.2024;Watering;Albus;
19.08.2024;Watering;Albus;
23.08.2024;Watering;Albus;
23.08.2024;Repot;Albus;
26.06.2024;Watering;Jack;
01.06.2024;Fertilizing;Jack;Root Growth
28.06.2024;Watering;Jack;
01.07.2024;Watering;Jack;
05.07.2024;Watering;Jack;
06.07.2024;Watering;Jack;
15.07.2024;Watering;Jack;
16.07.2024;Repot;Jack;
24.07.2024;Watering;Jack;
07.08.2024;Watering;Jack;
22.08.2024;Watering;Jack;
23.08.2024;Watering;Jack;
07.09.2024;Watering;Jack;
07.09.2024;Fertilizing;Jack;
26.06.2024;Watering;Jane;
01.06.2024;Fertilizing;Jane;Root Growth
28.06.2024;Watering;Jane;
05.07.2024;Watering;Jane;
06.07.2024;Watering;Jane;
15.07.2024;Watering;Jane;
16.07.2024;Repot;Jane;
24.07.2024;Watering;Jane;
07.08.2024;Watering;Jane;
22.08.2024;Watering;Jane;
07.09.2024;Watering;Jane;
07.09.2024;Fertilizing;Jane;
26.06.2024;Watering;Jenn;
01.06.2024;Fertilizing;Jenn;Root Growth
01.07.2024;Watering;Jenn;
05.07.2024;Watering;Jenn;
06.07.2024;Watering;Jenn;
15.07.2024;Watering;Jenn;
19.07.2024;Watering;Jenn;
23.07.2024;Watering;Jenn;
02.08.2024;Watering;Jenn;
05.08.2024;Watering;Jenn;
12.08.2024;Watering;Jenn;
23.08.2024;Watering;Jenn;
03.09.2024;Watering;Jenn;
26.06.2024;Watering;Joe;
01.06.2024;Fertilizing;Joe;Root Growth
01.07.2024;Watering;Joe;
05.07.2024;Watering;Joe;
06.07.2024;Watering;Joe;
15.07.2024;Watering;Joe;
19.07.2024;Watering;Joe;
23.07.2024;Watering;Joe;
02.08.2024;Watering;Joe;
05.08.2024;Watering;Joe;
12.08.2024;Watering;Joe;
19.08.2024;Watering;Joe;
03.09.2024;Watering;Joe;
23.06.2024;Watering;Bubba;
03.07.2024;Watering;Bubba;
11.07.2024;Watering;Bubba;
18.07.2024;Watering;Bubba;
18.07.2024;Fertilizing;Bubba;
26.07.2024;Watering;Bubba;
31.07.2024;Watering;Bubba;
07.08.2024;Watering;Bubba;
09.08.2024;Watering;Bubba;
19.08.2024;Watering;Bubba;
23.08.2024;Fertilizing;Bubba;
23.08.2024;Watering;Bubba;
25.08.2024;Watering;Bubba;
28.08.2024;Repot;Bubba;
28.08.2024;Watering;Bubba;
28.06.2024;Watering;Tupac;
05.07.2024;Watering;Tupac;
06.07.2024;Watering;Tupac;
15.07.2024;Watering;Tupac;
19.07.2024;Watering;Tupac;
31.07.2024;Watering;Tupac;
01.08.2024;Watering;Tupac;Rain Water
03.08.2024;Watering;Tupac;Rain Water
07.08.2024;Repot;Tupac;
07.08.2024;Watering;Tupac;
11.08.2024;Watering;Tupac;
12.08.2024;Watering;Tupac;
12.08.2024;Watering;Tupac;
12.08.2024;Watering;Tupac;
15.08.2024;Watering;Tupac;
20.08.2024;Watering;Tupac;
30.08.2024;Watering;Tupac;
05.09.2024;Watering;Tupac;
09.09.2024;Watering;Tupac;Rain Water
01.07.2024;Watering;Jill;
06.07.2024;Watering;Jill;
15.07.2024;Watering;Jill;
19.07.2024;Watering;Jill;
23.07.2024;Watering;Jill;
02.08.2024;Watering;Jill;
05.08.2024;Watering;Jill;
12.08.2024;Watering;Jill;
27.08.2024;Watering;Jill;
02.07.2024;Fertilizing;Gabrielle;Added Root Growth
16.07.2024;Repot;Leela;
16.07.2024;Watering;Leela;
23.07.2024;Fertilizing;Leela;
23.07.2024;Watering;Leela;
31.07.2024;Watering;Leela;
19.08.2024;Repot;Leela;
19.08.2024;Watering;Leela;
27.08.2024;Watering;Leela;
16.07.2024;Repot;Anya;
16.07.2024;Watering;Anya;
24.07.2024;Watering;Anya;
31.07.2024;Watering;Anya;
19.08.2024;Watering;Anya;
28.08.2024;Watering;Anya;
16.07.2024;Repot;Tito;
09.08.2024;Watering;Tito;
30.08.2024;Fertilizing;Tito;
30.08.2024;Watering;Tito;
16.07.2024;Repot;Tigger;
24.07.2024;Watering;Tigger;
07.08.2024;Watering;Tigger;
22.08.2024;Watering;Tigger;
07.09.2024;Watering;Tigger;
07.09.2024;Fertilizing;Tigger;
24.07.2024;Watering;Jesus;
26.07.2024;Watering;Jesus;
06.08.2024;Watering;Jesus;
09.08.2024;Watering;Jesus;
22.08.2024;Watering;Jesus;
03.09.2024;Watering;Jesus;
04.08.2024;Fertilizing;Selene;
23.08.2024;Repot;Selene;
07.09.2024;Watering;Selene;
07.09.2024;Fertilizing;Selene;
06.08.2024;Watering;Sting;
12.08.2024;Watering;Sting;
30.08.2024;Watering;Sting;
02.09.2024;Watering;Sting;
09.09.2024;Watering;Sting;
12.08.2024;Fertilizing;Mufasa;
12.08.2024;Fertilizing;Mufasa;
12.08.2024;Watering;Mufasa;
20.08.2024;Repot;Mufasa;Split into three plants
21.08.2024;Watering;Mufasa;
28.08.2024;Watering;Mufasa;
20.08.2024;Repot;Behemoth;
20.08.2024;Watering;Behemoth;
27.08.2024;Watering;Behemoth;
02.09.2024;Watering;Behemoth;
20.08.2024;Repot;Aurora;
20.08.2024;Watering;Aurora;
26.08.2024;Watering;Aurora;
02.09.2024;Watering;Aurora;
08.09.2024;Fertilizing;Aurora;
08.09.2024;Watering;Aurora;
20.08.2024;Repot;Dewdrop;
20.08.2024;Watering;Dewdrop;
29.08.2024;Watering;Dewdrop;
07.09.2024;Watering;Dewdrop;
07.09.2024;Fertilizing;Dewdrop;
20.08.2024;Watering;Scar;
29.08.2024;Watering;Scar;
20.08.2024;Watering;Sarabi;
29.08.2024;Watering;Sarabi;
21.08.2024;Watering;Magdalena;
21.08.2024;Watering;Magdalena;
02.09.2024;Watering;Magdalena;
22.08.2024;Watering;Larry;
22.08.2024;Repot;Larry;
08.09.2024;Watering;Larry;
21.08.2024;Fertilizing;Simba;Root growth
23.08.2024;Fertilizing;Gabby;Root Growth
08.09.2024;Repot;Gabby;
08.09.2024;Watering;Gabby;
23.08.2024;Fertilizing;Roselyn;Root Growth
12.08.2024;Fertilizing;Al;Root Growht
28.08.2024;Repot;Al;
05.09.2024;Watering;Al;
27.08.2024;Watering;Ron;
29.08.2024;Repot;Kaa;
29.08.2024;Watering;Kaa;
29.08.2024;Repot;Peter;
29.08.2024;Watering;Peter;
29.08.2024;Repot;Francis;
29.08.2024;Watering;Francis;
29.08.2024;Watering;Gabriel;
29.08.2024;Repot;Gabriel;
05.09.2024;Watering;Gabriel;
30.08.2024;Repot;Mist;
30.08.2024;Watering;Mist;
02.09.2024;Watering;Mist;
30.08.2024;Repot;Rain;
30.08.2024;Watering;Rain;
02.09.2024;Watering;Rain;
30.08.2024;Repot;Sunshine;
30.08.2024;Watering;Sunshine;
02.09.2024;Watering;Sunshine;
08.09.2024;Repot;Atuin;
08.09.2024;Watering;Atuin;
10.09.2024;Watering;Liliana;
10.09.2024;Watering;Mufasa, Sarabi;
10.09.2024;Watering;Mrs Sprout, Peppa, Leela;
10.09.2024;Fertilizing;Mrs Sprout, Peppa, Leela;
10.09.2024;Fertilizing;Mufasa, Sarabi;
11.09.2024;Watering;Jill;
12.09.2024;Watering;Zane, Bond, Tom, Jerry, Tim, Jim, Mike, Kevin, Sting, Brock;Rain Water
12.09.2024;Watering;Kelly, Chrom, Chris,  Louie, Tony, Scully, Hitchcock, Amy, Jake, Bart, Terry, Ray, Gina, Charles, Rosa;Rain Water
13.09.2024;Watering;Jesus, Behemoth;
13.09.2024;Watering;Maria, Anya;
13.09.2024;Watering;Findus, Francis;
14.09.2024;Watering;Jay, Scar, Ron, Harry, Aurora;
14.09.2024;Watering;Albus, Kaa;
14.09.2024;Watering;Magdalena, Sunshine, Mist;
